transaction_id,user_id,transaction_timestamp,transaction_type,amount_usd,payment_method,currency
txn_20260125_128,user_682,2026-01-26 05:57:36.470285,rental,5.89,apple_pay,USD
txn_20260125_129,user_21,2026-01-26 05:29:36.470285,ad_revenue,0.19,paypal,USD
txn_20260125_130,user_823,2026-01-25 10:30:36.470285,rental,5.48,apple_pay,USD
txn_20260125_131,user_948,2026-01-26 02:14:36.470285,subscription,9.99,credit_card,USD
txn_20260125_132,user_54,2026-01-25 18:08:36.470285,ad_revenue,0.47,paypal,USD
txn_20260125_133,user_414,2026-01-25 23:48:36.470285,subscription,19.99,apple_pay,USD
txn_20260125_134,user_412,2026-01-25 11:30:36.470285,subscription,9.99,credit_card,USD
txn_20260125_135,user_494,2026-01-25 16:16:36.470285,purchase,20.71,google_pay,USD
txn_20260125_136,user_813,2026-01-25 16:47:36.470285,subscription,9.99,google_pay,USD
txn_20260125_137,user_711,2026-01-26 04:06:36.470285,subscription,14.99,credit_card,USD
txn_20260125_138,user_751,2026-01-25 18:31:36.470285,rental,5.92,google_pay,USD
txn_20260125_139,user_116,2026-01-25 22:00:36.470285,rental,6.55,google_pay,USD
txn_20260125_140,user_55,2026-01-25 23:10:36.470285,rental,6.26,credit_card,USD
txn_20260125_141,user_766,2026-01-26 04:28:36.470285,ad_revenue,0.23,credit_card,USD
txn_20260125_142,user_152,2026-01-25 23:32:36.470285,subscription,14.99,credit_card,USD
txn_20260125_143,user_657,2026-01-25 20:44:36.470285,subscription,14.99,google_pay,USD
txn_20260125_144,user_369,2026-01-26 07:40:36.470285,rental,4.87,google_pay,USD
txn_20260125_145,user_147,2026-01-26 06:56:36.470285,purchase,24.28,paypal,USD
txn_20260125_146,user_703,2026-01-26 03:38:36.470285,subscription,19.99,google_pay,USD
txn_20260125_147,user_165,2026-01-26 08:11:36.470285,rental,5.98,apple_pay,USD
txn_20260125_148,user_25,2026-01-25 21:33:36.470285,subscription,19.99,credit_card,USD
txn_20260125_149,user_440,2026-01-25 11:47:36.470285,rental,5.28,paypal,USD
txn_20260125_150,user_202,2026-01-25 14:47:36.470285,subscription,14.99,apple_pay,USD
txn_20260125_151,user_240,2026-01-26 07:04:36.470285,subscription,14.99,paypal,USD
txn_20260125_152,user_31,2026-01-25 18:04:36.470285,subscription,9.99,paypal,USD
txn_20260125_153,user_981,2026-01-25 23:58:36.470285,rental,4.62,google_pay,USD
txn_20260125_154,user_616,2026-01-26 07:40:36.470285,subscription,14.99,apple_pay,USD
txn_20260125_155,user_798,2026-01-26 01:55:36.470285,subscription,14.99,credit_card,USD
txn_20260125_156,user_1,2026-01-26 04:59:36.470285,subscription,19.99,paypal,USD
txn_20260125_157,user_655,2026-01-26 08:11:36.470285,ad_revenue,0.16,paypal,USD
txn_20260125_158,user_524,2026-01-25 18:32:36.470285,rental,4.88,paypal,USD
txn_20260125_159,user_856,2026-01-26 07:22:36.470285,subscription,14.99,paypal,USD
txn_20260125_160,user_789,2026-01-25 17:16:36.470285,ad_revenue,0.11,google_pay,USD
txn_20260125_161,user_645,2026-01-25 15:51:36.470285,rental,5.86,credit_card,USD
txn_20260125_162,user_771,2026-01-25 18:45:36.470285,subscription,9.99,paypal,USD
txn_20260125_163,user_175,2026-01-25 10:24:36.470285,subscription,19.99,credit_card,USD
txn_20260125_164,user_438,2026-01-26 03:30:36.470285,subscription,14.99,credit_card,USD
txn_20260125_165,user_940,2026-01-25 23:09:36.470285,purchase,24.96,paypal,USD
txn_20260125_166,user_889,2026-01-26 07:26:36.470285,rental,6.51,credit_card,USD
txn_20260125_167,user_946,2026-01-25 14:35:36.470285,subscription,9.99,google_pay,USD
txn_20260125_168,user_282,2026-01-25 10:51:36.470285,subscription,14.99,paypal,USD
txn_20260125_169,user_455,2026-01-25 11:52:36.470285,subscription,19.99,apple_pay,USD
txn_20260125_170,user_878,2026-01-26 08:46:36.470285,rental,6.97,paypal,USD
txn_20260125_171,user_653,2026-01-25 20:17:36.470285,ad_revenue,0.45,paypal,USD
txn_20260125_172,user_412,2026-01-26 00:08:36.470285,ad_revenue,0.38,credit_card,USD
txn_20260125_173,user_276,2026-01-25 16:20:36.470285,rental,6.04,credit_card,USD
txn_20260125_174,user_505,2026-01-25 13:19:36.470285,subscription,9.99,google_pay,USD
txn_20260125_175,user_784,2026-01-25 20:26:36.470285,subscription,19.99,apple_pay,USD
txn_20260125_176,user_827,2026-01-26 08:39:36.470285,rental,5.25,credit_card,USD
txn_20260125_177,user_338,2026-01-25 11:55:36.470285,subscription,9.99,google_pay,USD
txn_20260125_178,user_784,2026-01-26 10:20:36.470285,subscription,19.99,apple_pay,USD
txn_20260125_179,user_573,2026-01-25 16:48:36.470285,purchase,20.86,apple_pay,USD
txn_20260125_180,user_932,2026-01-25 17:39:36.470285,ad_revenue,0.5,paypal,USD
txn_20260125_181,user_806,2026-01-26 06:37:36.470285,subscription,14.99,apple_pay,USD
txn_20260125_182,user_662,2026-01-25 19:28:36.470285,purchase,13.35,credit_card,USD
txn_20260125_183,user_632,2026-01-25 11:40:36.470285,ad_revenue,0.29,paypal,USD
txn_20260125_184,user_186,2026-01-26 06:26:36.470285,rental,6.87,google_pay,USD
txn_20260125_185,user_924,2026-01-25 11:16:36.470285,purchase,16.95,credit_card,USD
txn_20260125_186,user_700,2026-01-25 20:17:36.470285,ad_revenue,0.46,google_pay,USD
txn_20260125_187,user_9,2026-01-25 21:13:36.470285,subscription,19.99,google_pay,USD
txn_20260125_188,user_616,2026-01-25 17:06:36.470285,ad_revenue,0.15,apple_pay,USD
txn_20260125_189,user_823,2026-01-26 01:48:36.470285,purchase,22.02,credit_card,USD
txn_20260125_190,user_543,2026-01-25 16:11:36.470285,subscription,9.99,apple_pay,USD
txn_20260125_191,user_372,2026-01-25 12:28:36.470285,subscription,9.99,paypal,USD
txn_20260125_192,user_166,2026-01-25 10:41:36.470285,purchase,10.26,paypal,USD
txn_20260125_193,user_920,2026-01-26 02:09:36.470285,subscription,19.99,apple_pay,USD
txn_20260125_194,user_117,2026-01-25 19:22:36.470285,purchase,24.4,credit_card,USD
txn_20260125_195,user_237,2026-01-25 16:45:36.470285,purchase,18.96,credit_card,USD
txn_20260125_196,user_1,2026-01-26 02:32:36.470285,purchase,11.09,google_pay,USD
txn_20260125_197,user_124,2026-01-26 10:03:36.470285,purchase,24.66,credit_card,USD
txn_20260125_198,user_567,2026-01-26 07:05:36.470285,subscription,19.99,google_pay,USD
txn_20260125_199,user_642,2026-01-26 07:12:36.470285,subscription,19.99,paypal,USD
txn_20260125_200,user_242,2026-01-25 20:25:36.470285,rental,6.34,apple_pay,USD
txn_20260125_201,user_714,2026-01-25 23:32:36.470285,subscription,14.99,google_pay,USD
txn_20260125_202,user_620,2026-01-25 19:09:36.470285,subscription,19.99,apple_pay,USD
txn_20260125_203,user_330,2026-01-26 02:41:36.470285,subscription,19.99,google_pay,USD
txn_20260125_204,user_476,2026-01-25 14:15:36.470285,purchase,17.78,apple_pay,USD
txn_20260125_205,user_623,2026-01-25 16:11:36.470285,ad_revenue,0.33,google_pay,USD
txn_20260125_206,user_927,2026-01-25 15:07:36.470285,ad_revenue,0.45,paypal,USD
txn_20260125_207,user_607,2026-01-25 18:10:36.470285,subscription,9.99,paypal,USD
txn_20260125_208,user_676,2026-01-25 21:42:36.470285,subscription,9.99,paypal,USD
txn_20260125_209,user_190,2026-01-25 13:45:36.470285,ad_revenue,0.43,paypal,USD
txn_20260125_210,user_766,2026-01-26 08:36:36.470285,subscription,14.99,credit_card,USD
txn_20260125_211,user_517,2026-01-26 09:49:36.470285,ad_revenue,0.3,apple_pay,USD
txn_20260125_212,user_755,2026-01-26 06:58:36.470285,subscription,19.99,google_pay,USD
txn_20260125_213,user_507,2026-01-26 03:10:36.470285,rental,5.63,apple_pay,USD
txn_20260125_214,user_132,2026-01-25 21:54:36.470285,subscription,9.99,paypal,USD
txn_20260125_215,user_20,2026-01-25 13:55:36.470285,rental,5.57,apple_pay,USD
txn_20260125_216,user_457,2026-01-25 20:10:36.470285,subscription,19.99,paypal,USD
txn_20260125_217,user_192,2026-01-25 22:25:36.470285,purchase,17.06,apple_pay,USD
txn_20260125_218,user_34,2026-01-26 04:23:36.470285,subscription,14.99,paypal,USD
txn_20260125_219,user_313,2026-01-25 14:10:36.470285,subscription,14.99,apple_pay,USD
txn_20260125_220,user_859,2026-01-25 15:20:36.470285,subscription,19.99,paypal,USD
txn_20260125_221,user_837,2026-01-26 01:56:36.470285,rental,6.15,google_pay,USD
txn_20260125_222,user_621,2026-01-25 12:41:36.470285,subscription,14.99,apple_pay,USD
txn_20260125_223,user_285,2026-01-26 09:32:36.470285,subscription,19.99,apple_pay,USD
txn_20260125_224,user_487,2026-01-25 19:33:36.470285,subscription,14.99,apple_pay,USD
txn_20260125_225,user_167,2026-01-25 21:17:36.470285,rental,6.19,paypal,USD
txn_20260125_226,user_813,2026-01-25 16:44:36.470285,rental,6.19,paypal,USD
txn_20260125_227,user_777,2026-01-26 06:02:36.470285,rental,4.81,credit_card,USD
txn_20260125_228,user_957,2026-01-26 05:36:36.470285,ad_revenue,0.37,google_pay,USD
txn_20260125_229,user_231,2026-01-25 16:50:36.470285,ad_revenue,0.48,apple_pay,USD
txn_20260125_230,user_319,2026-01-26 07:29:36.470285,purchase,23.46,apple_pay,USD
txn_20260125_231,user_704,2026-01-26 07:46:36.470285,rental,5.45,paypal,USD
txn_20260125_232,user_668,2026-01-26 02:36:36.470285,subscription,9.99,apple_pay,USD
txn_20260125_233,user_354,2026-01-26 08:27:36.470285,subscription,19.99,apple_pay,USD
txn_20260125_234,user_698,2026-01-26 05:20:36.470285,rental,4.11,paypal,USD
txn_20260125_235,user_378,2026-01-26 02:48:36.470285,subscription,14.99,apple_pay,USD
txn_20260125_236,user_130,2026-01-25 21:00:36.470285,ad_revenue,0.04,google_pay,USD
txn_20260125_237,user_225,2026-01-26 06:52:36.470285,ad_revenue,0.03,paypal,USD
txn_20260125_238,user_555,2026-01-25 12:55:36.470285,subscription,19.99,credit_card,USD
txn_20260125_239,user_796,2026-01-25 16:10:36.470285,rental,4.6,google_pay,USD
txn_20260125_240,user_722,2026-01-25 16:30:36.470285,subscription,14.99,google_pay,USD
txn_20260125_241,user_357,2026-01-26 06:27:36.470285,subscription,19.99,paypal,USD
txn_20260125_242,user_434,2026-01-25 23:01:36.470285,subscription,19.99,google_pay,USD
txn_20260125_243,user_802,2026-01-26 02:41:36.470285,ad_revenue,0.35,paypal,USD
txn_20260125_244,user_933,2026-01-26 07:48:36.470285,purchase,11.43,apple_pay,USD
txn_20260125_245,user_143,2026-01-25 17:46:36.470285,rental,4.39,apple_pay,USD
txn_20260125_246,user_23,2026-01-25 17:40:36.470285,subscription,19.99,google_pay,USD
txn_20260125_247,user_160,2026-01-26 08:57:36.470285,subscription,14.99,paypal,USD
txn_20260125_248,user_431,2026-01-25 20:52:36.470285,ad_revenue,0.09,apple_pay,USD
txn_20260125_249,user_753,2026-01-25 20:57:36.470285,subscription,9.99,paypal,USD
txn_20260125_250,user_586,2026-01-26 06:04:36.470285,rental,5.13,paypal,USD
txn_20260125_251,user_31,2026-01-25 19:07:36.470285,subscription,14.99,apple_pay,USD
txn_20260125_252,user_258,2026-01-26 01:33:36.470285,rental,6.47,apple_pay,USD
txn_20260125_253,user_776,2026-01-25 15:11:36.470285,subscription,9.99,credit_card,USD
txn_20260125_254,user_805,2026-01-25 12:08:36.470285,subscription,9.99,google_pay,USD
txn_20260125_255,user_326,2026-01-25 21:07:36.470285,ad_revenue,0.31,google_pay,USD
txn_20260125_256,user_106,2026-01-26 10:02:36.470285,subscription,14.99,credit_card,USD
txn_20260125_257,user_884,2026-01-26 02:45:36.470285,ad_revenue,0.11,google_pay,USD
txn_20260125_258,user_220,2026-01-26 02:28:36.470285,purchase,18.29,credit_card,USD
txn_20260125_259,user_20,2026-01-26 08:40:36.470285,subscription,9.99,credit_card,USD
txn_20260125_260,user_801,2026-01-25 16:43:36.470285,subscription,14.99,apple_pay,USD
txn_20260125_261,user_677,2026-01-26 02:31:36.470285,rental,4.71,credit_card,USD
txn_20260125_262,user_13,2026-01-25 16:40:36.470285,subscription,14.99,credit_card,USD
txn_20260125_263,user_269,2026-01-26 07:07:36.470285,subscription,9.99,apple_pay,USD
txn_20260125_264,user_794,2026-01-25 16:10:36.470285,rental,4.11,apple_pay,USD
txn_20260125_265,user_832,2026-01-25 14:58:36.470285,subscription,19.99,credit_card,USD
txn_20260125_266,user_561,2026-01-25 10:46:36.470285,ad_revenue,0.02,credit_card,USD
txn_20260125_267,user_515,2026-01-26 07:40:36.470285,rental,5.37,paypal,USD
txn_20260125_268,user_385,2026-01-26 07:38:36.470285,subscription,14.99,paypal,USD
txn_20260125_269,user_363,2026-01-26 03:04:36.470285,ad_revenue,0.31,google_pay,USD
txn_20260125_270,user_55,2026-01-25 16:41:36.470285,subscription,14.99,apple_pay,USD
txn_20260125_271,user_123,2026-01-25 10:33:36.470285,purchase,10.15,credit_card,USD
txn_20260125_272,user_820,2026-01-26 01:56:36.470285,rental,6.94,paypal,USD
txn_20260125_273,user_857,2026-01-25 19:59:36.470285,subscription,14.99,credit_card,USD
txn_20260125_274,user_60,2026-01-26 01:37:36.470285,ad_revenue,0.19,paypal,USD
txn_20260125_275,user_394,2026-01-26 08:24:36.470285,ad_revenue,0.24,google_pay,USD
txn_20260125_276,user_735,2026-01-25 20:49:36.470285,rental,6.62,google_pay,USD
txn_20260125_277,user_772,2026-01-25 13:56:36.470285,rental,6.76,credit_card,USD
txn_20260125_278,user_185,2026-01-26 08:27:36.470285,rental,4.25,credit_card,USD
txn_20260125_279,user_834,2026-01-26 01:38:36.470285,purchase,16.42,credit_card,USD
txn_20260125_280,user_793,2026-01-25 11:27:36.470285,rental,5.25,google_pay,USD
txn_20260125_281,user_984,2026-01-26 05:09:36.470285,purchase,17.95,paypal,USD
txn_20260125_282,user_42,2026-01-25 19:35:36.470285,rental,4.97,google_pay,USD
txn_20260125_283,user_572,2026-01-25 17:07:36.470285,ad_revenue,0.24,apple_pay,USD
txn_20260125_284,user_839,2026-01-26 08:32:36.470285,subscription,9.99,apple_pay,USD
txn_20260125_285,user_480,2026-01-25 22:46:36.470285,rental,4.11,paypal,USD
txn_20260125_286,user_293,2026-01-25 17:48:36.470285,ad_revenue,0.41,paypal,USD
txn_20260125_287,user_389,2026-01-26 08:17:36.470285,rental,6.78,google_pay,USD
txn_20260125_288,user_877,2026-01-26 07:27:36.470285,purchase,12.02,credit_card,USD
txn_20260125_289,user_905,2026-01-26 08:05:36.470285,rental,4.4,credit_card,USD
txn_20260125_290,user_171,2026-01-25 17:49:36.470285,subscription,19.99,apple_pay,USD
txn_20260125_291,user_955,2026-01-25 14:42:36.470285,subscription,14.99,google_pay,USD
txn_20260125_292,user_273,2026-01-25 14:38:36.470285,subscription,14.99,credit_card,USD
txn_20260125_293,user_565,2026-01-26 05:55:36.470285,purchase,11.44,paypal,USD
txn_20260125_294,user_299,2026-01-25 17:50:36.470285,subscription,14.99,paypal,USD
txn_20260125_295,user_415,2026-01-25 13:34:36.470285,rental,4.58,google_pay,USD
txn_20260125_296,user_366,2026-01-26 03:57:36.470285,subscription,14.99,paypal,USD
txn_20260125_297,user_916,2026-01-25 16:24:36.470285,subscription,14.99,paypal,USD
txn_20260125_298,user_721,2026-01-25 23:46:36.470285,subscription,14.99,google_pay,USD
txn_20260125_299,user_461,2026-01-26 09:47:36.470285,subscription,19.99,credit_card,USD
txn_20260125_300,user_20,2026-01-25 12:20:36.470285,subscription,19.99,google_pay,USD
txn_20260125_301,user_709,2026-01-25 23:37:36.470285,subscription,14.99,paypal,USD
txn_20260125_302,user_384,2026-01-25 22:33:36.470285,subscription,19.99,apple_pay,USD
txn_20260125_303,user_111,2026-01-25 16:58:36.470285,subscription,19.99,google_pay,USD
txn_20260125_304,user_892,2026-01-26 08:26:36.470285,rental,6.22,paypal,USD
txn_20260125_305,user_207,2026-01-25 14:19:36.470285,subscription,14.99,paypal,USD
txn_20260125_306,user_983,2026-01-26 02:18:36.470285,purchase,19.48,paypal,USD
